RegionID,SizeRank,RegionName,StateName,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023
394585,194,"Fargo, ND",ND,250443,251633,253267,253300,251633,249966,249633,247967,246333,245000,246333,247982,250607,252573,255892,255468,252834,248976,246883,246217,244592,244050,242350,241200,243150,248183,254817,257561,259194,259194,257350,254017,248883,243100,238717,240550,248883,257933,264567,267900,268267,263967,257333,252300,253033,253000,248033,248267,256600,276600,288300,295667,293967,290300,284600,279633,274800,271467,271467,277967,294333,309300,322933,326567,326600,321892,315259,315226
394387,195,"Binghamton, NY",NY,120000,123633,128717,133017,134717,133297,131630,129630,128933,127300,125933,125267,125583,127283,130917,135600,138900,139933,139900,138233,134933,131600,129933,129933,132767,135700,139033,141233,144667,146333,146333,145000,143333,140750,135717,134017,136600,144783,154783,161617,164467,162833,159300,156600,154933,154800,153133,154767,156567,161733,164767,169433,170633,170933,171300,173250,172950,170850,166200,165617,167550,173583,176133,176450,176083,176117,179450,179817
394609,196,"Fort Smith, AR",AR,149567,149867,149917,151583,151617,152967,152633,152633,151267,149892,149858,151192,152933,155800,157800,161100,163233,163233,161267,158533,158533,158367,159133,159133,161300,164933,169933,173267,174967,177833,179467,181100,179900,176600,176633,177833,179467,181133,184933,191633,195300,194000,192233,193533,196200,197967,197667,197967,199633,199966,205833,214166,224167,226633,226633,224967,223333,220000,218333,220000,223333,226635,233302,241602,246633,248200,248233,249900
394334,197,"Appleton, WI",WI,207617,214917,214917,212233,211933,213600,215267,214900,213233,213233,215600,222267,225600,227900,226267,226283,224950,226583,226567,226600,224967,223333,224967,229633,236267,241267,244900,248233,246600,239917,231583,224900,219917,213933,213917,217617,223967,228967,236633,246267,251300,251600,249933,249900,249933,249933,248267,248267,254633,264633,271267,273233,273267,278267,278300,277300,274000,278250,279250,277417,276467,278100,282350,292350,305683,319900,323233,323233
845160,198,"Prescott Valley, AZ",AZ,373300,375800,382167,386833,387667,387667,387833,386167,384800,384967,387967,392667,395967,402933,406600,408300,410000,413300,421300,424633,426667,426900,424900,425567,425333,428667,431417,436717,436717,438174,443174,453474,456433,453800,448167,448000,447300,460550,477517,494200,501617,501317,499667,497967,506633,511633,520000,525000,538333,546667,558333,568333,576667,576650,574983,574983,571667,569667,564333,567667,568750,579067,585817,593400,591750,586667,580000,580500
395161,199,"Topeka, KS",KS,117217,123517,129767,133217,134917,133383,130633,126950,123642,121275,121258,122267,125600,134267,146542,154875,154875,149896,144429,141096,137767,136308,134667,138033,143325,150000,151667,150667,145658,142325,141958,140300,142383,140383,145350,146583,149950,153040,156390,161357,167933,169600,171267,166600,164900,159933,154300,154333,160967,176467,186467,194800,194967,194967,194667,194667,198000,195000,201333,207967,218133,220467,227167,240300,249933,251600,244942,236583
394813,200,"Macon, GA",GA,143300,144933,146467,149800,152733,156200,157833,159930,159930,159930,159767,160633,163567,168733,172900,175000,173316,171316,167966,165483,162483,160800,159633,157967,154667,152800,154433,158600,160800,161817,157650,157117,154283,154283,151483,148333,148300,149933,149933,152300,153667,155300,151467,146800,143317,139783,131450,126633,124967,129967,138267,148300,155450,153317,146650,140363,134196,127496,121267,117933,119933,120300,128633,138333,150000,153333,154667,153000
395174,201,"Tyler, TX",TX,249267,255350,261000,261000,254667,250000,248333,251000,252150,255400,254400,255550,253967,258783,263117,268083,271600,272983,272983,272950,270933,267600,260967,258933,258967,263933,269933,280642,287308,287175,284800,283150,285075,282158,281175,284383,288117,290450,288783,291300,294633,297967,302300,302633,309316,313316,321650,323333,319333,324333,332667,351150,354483,354483,352333,357000,361333,365667,366000,371633,371467,372800,374467,376300,378267,373267,369933,366600
394361,202,"Barnstable Town, MA",MA,546000,552333,552333,552667,549633,546300,539533,531200,526533,526300,526300,526300,529633,537667,546000,552150,555483,555483,552967,549633,549450,549450,549450,551467,554500,562983,567483,572483,572667,576000,584333,592333,599000,599300,599300,599300,599000,594333,593000,593000,604633,612933,619900,622933,621967,615333,612259,633259,652926,666000,671000,684333,706333,707967,711450,702117,702117,698633,699300,705967,705967,714633,733000,763000,786333,799667,803000,803000
394519,203,"Daphne, AL",AL,316333,319667,324633,332633,335467,338500,337167,335967,334600,334600,333267,331633,332967,336300,339600,339433,339300,338000,338167,340833,345167,348800,345967,344600,344600,348233,349600,349600,349600,349900,352933,351267,350950,349056,352803,361486,367797,375717,378383,386967,393633,399267,399900,399813,399513,399513,399600,399933,412967,438000,468000,494817,503150,506483,496633,488300,476633,466667,458817,452317,448650,456467,466300,474967,471667,473000,479637,482970
